source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Edna Mohamed,UK PM spooked as students at elite universities join pro-Palestine movement,Rishi Sunak is meeting university bosses as more encampments spring up throughout the country.,https://www.aljazeera.com/features/2024/5/9/uk-university-protests,https://www.aljazeera.com/wp-content/uploads/2024/05/AFP__20240507__34R38X4__v1__HighRes__BritainIsraelPalestiniansConflictEducationDemo-1715159635.jpg?resize=1920%2C1440,2024-05-09T11:44:59Z,"London, England At 3am last Wednesday, as the rain poured down, pro-Palestine students at Bristol University set up an encampment opposite a study centre on campus.
Eugenia and five other student ac… [+6963 chars]",toyota,UK PM spooked as students at elite universities join pro-Palestine movement Rishi Sunak is meeting university bosses as more encampments spring up throughout the country.,170.0,"['uk', 'pm', 'spooked', 'students', 'elite', 'universities', 'join', 'pro-palestine', 'movement', 'rishi', 'sunak', 'meeting', 'university', 'bosses', 'encampments', 'spring', 'throughout', 'country']",18
"{'id': None, 'name': 'autosport.com'}",Tom Howard,WRC's 2025 rule change will create “pretty crap” car - Hyundai's Abiteboul,"Abiteboul made the claims after his Hyundai team conducted computer simulations of the 2025 rules to see how removing hybrid, and modifications and air restrictor will affect the current Rally1 car.This comes after Toyota tested a physical GR Yaris, which fea…",https://www.autosport.com/wrc/news/wrcs-2025-rule-change-will-create-pretty-crap-car-hyundais-abiteboul/10611416/,https://cdn-5.motorsport.com/images/amp/2wBdXQb0/s6/cyril-abiteboul-team-principal.jpg,2024-05-16T10:49:35Z,"Abiteboul made the claims after his Hyundai team conducted computer simulations of the 2025 rules to see how removing hybrid, and modifications and air restrictor will affect the current Rally1 car.… [+3046 chars]",toyota,"WRC's 2025 rule change will create “pretty crap” car - Hyundai's Abiteboul Abiteboul made the claims after his Hyundai team conducted computer simulations of the 2025 rules to see how removing hybrid, and modifications and air restrictor will affect the current Rally1 car.This comes after Toyota tested a physical GR Yaris, which fea…",335.0,"['wrc', 'rule', 'change', 'create', 'pretty', 'crap', 'car', 'hyundai', 'abiteboul', 'abiteboul', 'made', 'claims', 'hyundai', 'team', 'conducted', 'computer', 'simulations', 'rules', 'see', 'removing', 'hybrid', 'modifications', 'air', 'restrictor', 'affect', 'current', 'rally1', 'car', 'comes', 'tested', 'physical', 'gr', 'yaris', 'fea']",34
"{'id': None, 'name': 'CNA'}",,"Toyota mulls over $500 million investment into Texas plant, San Antonio Express-News reports","Toyota Motor's North America arm is seeking tax relief for a potential $531.7 million investment in its Texas facility, the San Antonio Express-News reported citing public record filings on Tuesday.The Japanese automaker plans to construct a new building, add…",https://www.channelnewsasia.com/business/toyota-mulls-over-500-million-investment-texas-plant-san-antonio-express-news-reports-4352646,"https://onecms-res.cloudinary.com/image/upload/s--uEA7EHz2--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2024-05-21t135357z_1_lynxmpek4k0ii_rtroptp_3_autoshow-new-york.jpg?itok=oCRC1H4x",2024-05-21T13:55:24Z,"Toyota Motor's North America arm is seeking tax relief for a potential $531.7 million investment in its Texas facility, the San Antonio Express-News reported citing public record filings on Tuesday.… [+885 chars]",toyota,"Toyota mulls over $500 million investment into Texas plant, San Antonio Express-News reports Toyota Motor's North America arm is seeking tax relief for a potential $531.7 million investment in its Texas facility, the San Antonio Express-News reported citing public record filings on Tuesday.The Japanese automaker plans to construct a new building, add…",353.0,"['mulls', 'million', 'investment', 'texas', 'plant', 'san', 'antonio', 'express-news', 'reports', 'motor', 'north', 'america', 'arm', 'seeking', 'tax', 'relief', 'potential', 'million', 'investment', 'texas', 'facility', 'san', 'antonio', 'express-news', 'reported', 'citing', 'public', 'record', 'filings', 'tuesday', 'japanese', 'automaker', 'plans', 'construct', 'new', 'building', 'add']",37
"{'id': None, 'name': 'New Atlas'}",Loz Blain,Remarkable Kenworth SuperTruck 2 cuts fuel bills by 50%,"Kenworth has unveiled a sleek-looking SuperTruck 2 at the Advanced Clean Transport expo in Las Vegas, attempting to squeeze the maximum possible efficiency out of a diesel powertrain. It works, too, beating the company's most efficient truck by 100%.Continue …",https://newatlas.com/automotive/kenworth-supertruck-2-efficiency/,https://assets.newatlas.com/dims4/default/9c5e035/2147483647/strip/true/crop/1604x842+0+30/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F07%2Fe0%2F509a60ac4080ac7e5e67cdbd956a%2Fsupertruck-carousel-2-1.jpg&na.image_optimisation=0,2024-05-27T06:48:47Z,"Kenworth has unveiled a sleek-looking SuperTruck 2 at the Advanced Clean Transport expo in Las Vegas, attempting to squeeze the maximum possible efficiency out of a diesel powertrain. It works, too, … [+4222 chars]",toyota,"Remarkable Kenworth SuperTruck 2 cuts fuel bills by 50% Kenworth has unveiled a sleek-looking SuperTruck 2 at the Advanced Clean Transport expo in Las Vegas, attempting to squeeze the maximum possible efficiency out of a diesel powertrain. It works, too, beating the company's most efficient truck by 100%.Continue …",316.0,"['remarkable', 'kenworth', 'supertruck', 'cuts', 'fuel', 'bills', 'kenworth', 'unveiled', 'sleek-looking', 'supertruck', 'advanced', 'clean', 'transport', 'expo', 'las', 'vegas', 'attempting', 'squeeze', 'maximum', 'possible', 'efficiency', 'diesel', 'powertrain', 'works', 'beating', 'company', 'efficient', 'truck', 'continue']",29
"{'id': None, 'name': 'Japan Today'}",,Aichi police appeal for help from public over 2008 murder of 15-year-old girl,"Police in Toyota City, Aichi Prfecture, on Thursday appealed to the public for any information that might help apprehend the person or persons who killed a 15-year-old girl in 2008. Each year (except 2020 and 2021) since the murder of Manami Shimizu, police h…",https://japantoday.com/category/crime/aichi-police-appeal-for-help-from-public-over-2008-murder-of-15-year-old-girl,,2024-05-02T21:56:39Z,"Police in Toyota City, Aichi Prfecture, on Thursday appealed to the public for any information that might help apprehend the person or persons who killed a 15-year-old girl in 2008.
Each year (excep… [+1337 chars]",toyota,"Aichi police appeal for help from public over 2008 murder of 15-year-old girl Police in Toyota City, Aichi Prfecture, on Thursday appealed to the public for any information that might help apprehend the person or persons who killed a 15-year-old girl in 2008. Each year (except 2020 and 2021) since the murder of Manami Shimizu, police h…",338.0,"['aichi', 'police', 'appeal', 'help', 'public', 'murder', '15-year-old', 'girl', 'police', 'city', 'aichi', 'prfecture', 'thursday', 'appealed', 'public', 'information', 'might', 'help', 'apprehend', 'person', 'persons', 'killed', '15-year-old', 'girl', 'year', 'except', 'since', 'murder', 'manami', 'shimizu', 'police', 'h']",32
"{'id': None, 'name': 'New Atlas'}",C.C. Weiss,Arctic Ford F-Series expedition camper is a mini mansion on 6 wheels,"We wrapped up a gorgeous, albeit a bit windy and dusty, weekend at this year's Overland Expo West in Flagstaff, Arizona on Sunday. Easily the biggest story at the show – literally and figuratively – was the major European brands establishing US-specific opera…",https://newatlas.com/automotive/arctic-krug-ford-6-wheel-expedition-camper/,https://assets.newatlas.com/dims4/default/b95841f/2147483647/strip/true/crop/1080x567+0+159/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fb4%2F68%2F5903ff7446118bcaa3c8612e00ac%2F438160550-819286556902379-9049319602812496264-n.jpg&na.image_optimisation=0,2024-05-21T02:05:55Z,"We wrapped up a gorgeous, albeit a bit windy and dusty, weekend at this year's Overland Expo West in Flagstaff, Arizona on Sunday. Easily the biggest story at the show literally and figuratively was … [+5754 chars]",toyota,"Arctic Ford F-Series expedition camper is a mini mansion on 6 wheels We wrapped up a gorgeous, albeit a bit windy and dusty, weekend at this year's Overland Expo West in Flagstaff, Arizona on Sunday. Easily the biggest story at the show – literally and figuratively – was the major European brands establishing US-specific opera…",329.0,"['arctic', 'ford', 'f-series', 'expedition', 'camper', 'mini', 'mansion', 'wheels', 'wrapped', 'gorgeous', 'albeit', 'bit', 'windy', 'dusty', 'weekend', 'year', 'overland', 'expo', 'west', 'flagstaff', 'arizona', 'sunday', 'easily', 'biggest', 'story', 'show', 'literally', 'figuratively', 'major', 'european', 'brands', 'establishing', 'us-specific', 'opera']",34
"{'id': None, 'name': 'Electrek'}",Jo Borrás,Toyota announces nationwide dealer rollout of Tern Class 8 electric semi,"Launched as a joint venture between Toyota Group and Tier 1 supplier Hexagon Purus, the new Tern brand of heavy duty electric trucks announced Hino Trucks as its exclusive US distributor.



 more…",http://electrek.co/2024/05/20/toyota-announces-nationwide-dealer-rollout-of-tern-class-8-electric-semi/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2024/05/toyota-hino_TERN.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-05-20T20:59:16Z,"Launched as a joint venture between Toyota Group and Tier 1 supplier Hexagon Purus, the new Tern brand of heavy duty electric trucks announced Hino Trucks as its exclusive US distributor.
Another To… [+1762 chars]",toyota,"Toyota announces nationwide dealer rollout of Tern Class 8 electric semi Launched as a joint venture between Toyota Group and Tier 1 supplier Hexagon Purus, the new Tern brand of heavy duty electric trucks announced Hino Trucks as its exclusive US distributor.



 more…",270.0,"['announces', 'nationwide', 'dealer', 'rollout', 'tern', 'class', 'electric', 'semi', 'launched', 'joint', 'venture', 'group', 'tier', 'supplier', 'hexagon', 'purus', 'new', 'tern', 'brand', 'heavy', 'duty', 'electric', 'trucks', 'announced', 'hino', 'trucks', 'exclusive', 'us', 'distributor']",29
"{'id': None, 'name': 'Us Weekly'}",Ryan Hudgins,‘9-1-1’ Crew Member Killed in Car Accident After Working 14-Hour Shift,"9-1-1 crew member Rico Priem died in a car crash after working a 14-hour shift on set of the ABC series. Priem, who worked as a grip and crew member of International Alliance of Theatrical Stage Employees Local 80, was driving after his shift ended on Saturda…",https://www.usmagazine.com/celebrity-news/news/9-1-1-crew-member-rico-priem-dead-after-fatal-car-accident/#article,https://www.usmagazine.com/wp-content/uploads/2024/05/feature-911-Crew-Member-Killed-in-Car-Accident-After-Working-14-Hour-Shift-on-Set.jpg?w=1200&h=630&crop=1&quality=86&strip=all,2024-05-14T00:03:48Z,"Sign InUp with your social account
Continue with Google
Continue with Facebook
Continue with Amazon
Continue with AppleWe won't post to any of your accounts
Get back to the 
911 CastDisney/Just… [+2635 chars]",toyota,"‘9-1-1’ Crew Member Killed in Car Accident After Working 14-Hour Shift 9-1-1 crew member Rico Priem died in a car crash after working a 14-hour shift on set of the ABC series. Priem, who worked as a grip and crew member of International Alliance of Theatrical Stage Employees Local 80, was driving after his shift ended on Saturda…",331.0,"['crew', 'member', 'killed', 'car', 'accident', 'working', '14-hour', 'shift', 'crew', 'member', 'rico', 'priem', 'died', 'car', 'crash', 'working', '14-hour', 'shift', 'set', 'abc', 'series', 'priem', 'worked', 'grip', 'crew', 'member', 'international', 'alliance', 'theatrical', 'stage', 'employees', 'local', 'driving', 'shift', 'ended', 'saturda']",36
"{'id': None, 'name': 'Vox'}",David Zipper,"The misleading, wasteful way we measure gas mileage, explained","Time for a pop quiz. Which of these trades saves more gas: A) Swapping a car that gets 25 miles per gallon (MPG) for one that gets 50 MPG, or  B) Replacing a car that gets 10 MPG with one that gets 15 MPG. If you said that A conserves more gas, you’re mistake…",https://www.vox.com/future-perfect/350382/gas-mileage-fuel-economy-mpg-gphm-gas-guzzlers,"https://platform.vox.com/wp-content/uploads/sites/2/2024/05/GettyImages_1850749458.jpg?quality=90&strip=all&crop=0,9.0328474629042,100,81.934305074192",2024-05-21T14:22:23Z,"Time for a pop quiz. Which of these trades saves more gas:
A) Swapping a car that gets 25 miles per gallon (MPG) for one that gets 50 MPG, or 
B) Replacing a car that gets 10 MPG with one that gets… [+8334 chars]",toyota,"The misleading, wasteful way we measure gas mileage, explained Time for a pop quiz. Which of these trades saves more gas: A) Swapping a car that gets 25 miles per gallon (MPG) for one that gets 50 MPG, or  B) Replacing a car that gets 10 MPG with one that gets 15 MPG. If you said that A conserves more gas, you’re mistake…",323.0,"['misleading', 'wasteful', 'way', 'measure', 'gas', 'mileage', 'explained', 'time', 'pop', 'quiz', 'trades', 'saves', 'gas', 'swapping', 'car', 'gets', 'miles', 'per', 'gallon', 'mpg', 'one', 'gets', 'mpg', 'b', 'replacing', 'car', 'gets', 'mpg', 'one', 'gets', 'mpg', 'said', 'conserves', 'gas', 'mistake']",35
"{'id': None, 'name': 'BMWBLOG'}",Adrian Padeanu,BMW M Hybrid V8 Coming To Le Mans Ultimate Racing Game,"Launched in February, Le Mans Ultimate is the official game of the FIA World Endurance Championship. For BMW fans, the game is about to become more relevant with the addition of the M Hybrid V8....
First published by https://www.bmwblog.com",https://www.bmwblog.com/2024/05/28/bmw-m-hybrid-v8-le-mans-ultimate-free-dlc/,https://cdn.bmwblog.com/wp-content/uploads/2024/05/BMW-M-Hybrid-V8-in-Le-Mans-Ultimate-1.jpg,2024-05-28T10:35:54Z,"Launched in February, Le Mans Ultimate is the official game of the FIA World Endurance Championship. For BMW fans, the game is about to become more relevant with the addition of the M Hybrid V8. Itll… [+1732 chars]",toyota,"BMW M Hybrid V8 Coming To Le Mans Ultimate Racing Game Launched in February, Le Mans Ultimate is the official game of the FIA World Endurance Championship. For BMW fans, the game is about to become more relevant with the addition of the M Hybrid V8....
First published by https://www.bmwblog.com",295.0,"['bmw', 'hybrid', 'v8', 'coming', 'le', 'mans', 'ultimate', 'racing', 'game', 'launched', 'february', 'le', 'mans', 'ultimate', 'official', 'game', 'fia', 'world', 'endurance', 'championship', 'bmw', 'fans', 'game', 'become', 'relevant', 'addition', 'hybrid', 'v8', 'first', 'published', 'https', 'www', 'bmwblog', 'com']",34
"{'id': None, 'name': 'BMWBLOG'}",Adrian Padeanu,BMW Boss: Tariffs On Chinese EVs Would Be Like Shooting Yourself In The Foot,"After saying that “China is the place to be” last month, the BMW boss discussed the European Union’s proposed tariffs on EVs imported from China. Speaking with German business newspaper Automobilwoche, CEO Oliver Zipse was...
First published by https://www.bm…",https://www.bmwblog.com/2024/05/14/bmw-eu-tariffs-chinese-evs-shooting-yourself-in-the-foot/,https://cdn.bmwblog.com/wp-content/uploads/2020/03/P90386217_highRes_oliver-zipse-chairma-120x120.jpg,2024-05-14T13:04:56Z,"After saying that China is the place to be last month, the BMW boss discussed the European Unions proposed tariffs on EVs imported from China. Speaking with German business newspaper Automobilwoche, … [+1897 chars]",toyota,"BMW Boss: Tariffs On Chinese EVs Would Be Like Shooting Yourself In The Foot After saying that “China is the place to be” last month, the BMW boss discussed the European Union’s proposed tariffs on EVs imported from China. Speaking with German business newspaper Automobilwoche, CEO Oliver Zipse was...
First published by https://www.bm…",337.0,"['bmw', 'boss', 'tariffs', 'chinese', 'evs', 'would', 'like', 'shooting', 'foot', 'saying', 'china', 'place', 'last', 'month', 'bmw', 'boss', 'discussed', 'european', 'union', 'proposed', 'tariffs', 'evs', 'imported', 'china', 'speaking', 'german', 'business', 'newspaper', 'automobilwoche', 'ceo', 'oliver', 'zipse', 'first', 'published', 'https', 'www', 'bm']",37
"{'id': None, 'name': 'BMWBLOG'}",Horatiu Boeriu,The Morgan Midsummer By Pininfarina Has BMW Power,"One of the prettiest BMW-powered cars we’ve seen in recent years isn’t actually a BMW. The ubiquitous B58 engine is nestled underneath the long hood of Midsummer. It’s a joint effort between Morgan and Pininfarina,...
First published by https://www.bmwblog.com",https://www.bmwblog.com/2024/05/16/morgan-midsummer-pininfarina-bmw-engine/,https://cdn.bmwblog.com/wp-content/uploads/2023/07/Morgan-Midsummer-4.jpg,2024-05-16T10:33:44Z,One of the prettiest BMW-powered cars weve seen in recent years isnt actually a BMW. The ubiquitous B58 engine is nestled underneath the long hood of Midsummer. Its a joint effort between Morgan and … [+2019 chars],toyota,"The Morgan Midsummer By Pininfarina Has BMW Power One of the prettiest BMW-powered cars we’ve seen in recent years isn’t actually a BMW. The ubiquitous B58 engine is nestled underneath the long hood of Midsummer. It’s a joint effort between Morgan and Pininfarina,...
First published by https://www.bmwblog.com",310.0,"['morgan', 'midsummer', 'pininfarina', 'bmw', 'power', 'one', 'prettiest', 'bmw-powered', 'cars', 'seen', 'recent', 'years', 'actually', 'bmw', 'ubiquitous', 'b58', 'engine', 'nestled', 'underneath', 'long', 'hood', 'midsummer', 'joint', 'effort', 'morgan', 'pininfarina', 'first', 'published', 'https', 'www', 'bmwblog', 'com']",32
"{'id': None, 'name': 'BMWBLOG'}",Adrian Padeanu,The BMW Z4 Won’t Be Replaced Anytime Soon,"We’ve been reporting about the BMW Z4’s potential demise in 2026 for more than a year. Adding credence to the rumor is an article published earlier this month by Automotive News. The reputable publication has...
First published by https://www.bmwblog.com",https://www.bmwblog.com/2024/05/30/bmw-z4-replacement-not-planned/,https://cdn.bmwblog.com/wp-content/uploads/2024/02/2025-bmw-z4-m40i-frozen-deep-green-13.jpg,2024-05-30T13:29:34Z,Weve been reporting about the BMW Z4s potential demise in 2026 for more than a year. Adding credence to the rumor is an article published earlier this month by Automotive News. The reputable publicat… [+2154 chars],toyota,"The BMW Z4 Won’t Be Replaced Anytime Soon We’ve been reporting about the BMW Z4’s potential demise in 2026 for more than a year. Adding credence to the rumor is an article published earlier this month by Automotive News. The reputable publication has...
First published by https://www.bmwblog.com",296.0,"['bmw', 'z4', 'replaced', 'anytime', 'soon', 'reporting', 'bmw', 'z4', 'potential', 'demise', 'year', 'adding', 'credence', 'rumor', 'article', 'published', 'earlier', 'month', 'automotive', 'news', 'reputable', 'publication', 'first', 'published', 'https', 'www', 'bmwblog', 'com']",28
"{'id': None, 'name': 'Speedhunters.com'}",TheSpeedhunters,"Throwback: Lone Star Hustler – A 1,100hp Drag Lexus","If you were to build a drag car, the first-gen Lexus IS300 probably wouldn’t be the first model on your list. But that doesn’t mean the rear-wheel drive, four-door sedan from the early ’00s isn’t an ideal candidate for quarter-mile action, especially given th…",https://www.speedhunters.com/2024/05/throwback-a-1100hp-drag-lexus/,https://s3.amazonaws.com/speedhunters-wp-production/wp-content/uploads/2024/05/07171155/1_Larry_Chen_Speedhunters_Drag_lexus_IS300-38.jpg,2024-05-08T05:30:43Z,"SHARE
 Throwback: Lone Star Hustler A 1,100hp Drag Lexus 
2024 IntroIf you were to build a drag car, the first-gen Lexus IS300 probably wouldnt be the first model on your list. But that doesnt mean… [+7489 chars]",toyota,"Throwback: Lone Star Hustler – A 1,100hp Drag Lexus If you were to build a drag car, the first-gen Lexus IS300 probably wouldn’t be the first model on your list. But that doesn’t mean the rear-wheel drive, four-door sedan from the early ’00s isn’t an ideal candidate for quarter-mile action, especially given th…",312.0,"['throwback', 'lone', 'star', 'hustler', '100hp', 'drag', 'lexus', 'build', 'drag', 'car', 'first-gen', 'lexus', 'is300', 'probably', 'first', 'model', 'list', 'mean', 'rear-wheel', 'drive', 'four-door', 'sedan', 'early', '00s', 'ideal', 'candidate', 'quarter-mile', 'action', 'especially', 'given', 'th']",31
"{'id': None, 'name': 'Yahoo Entertainment'}",Jennifer Taylor,"Need a Reliable Used Car for Under $3,000? Here’s How To Find One, According to Experts","Cars -- even used ones -- are expensive. It might feel impossible to find a new (at least new to you) vehicle on a very limited budget, but you can still do ...",https://finance.yahoo.com/news/reliable-used-car-under-3-200027023.html,https://s.yimg.com/ny/api/res/1.2/HXtxfFQxScj3ofdKnLQ4Qg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/gobankingrates_644/00faee2f371945dadb3a820d0243bc6b,2024-05-20T20:00:27Z,"jetcityimage / Getty Images
Cars even used ones are expensive. It might feel impossible to find a new (at least new to you) vehicle on a very limited budget, but you can still do it.
Prior to the C… [+6324 chars]",toyota,"Need a Reliable Used Car for Under $3,000? Here’s How To Find One, According to Experts Cars -- even used ones -- are expensive. It might feel impossible to find a new (at least new to you) vehicle on a very limited budget, but you can still do ...",248.0,"['need', 'reliable', 'used', 'car', 'find', 'one', 'according', 'experts', 'cars', 'even', 'used', 'ones', 'expensive', 'might', 'feel', 'impossible', 'find', 'new', 'least', 'new', 'vehicle', 'limited', 'budget', 'still']",24
"{'id': None, 'name': 'Bangkok Post'}",,"Kunlavut, Ratchanok march into last 16","Kunlavut Vitidsarn and Ratchanok Intanon booked their berths in the last 16 of the US$420,000 (approximately 17.4 million baht) BWF Toyota Thailand 2024 at Nimibutr Stadium on Wednesday.",https://www.bangkokpost.com/sports/2793554/kunlavut-ratchanok-march-into-last-16,https://static.bangkokpost.com/media/content/dcx/2024/05/16/5145584_700.jpg,2024-05-15T21:14:00Z,"Kunlavut Vitidsarn and Ratchanok Intanon booked their berths in the last 16 of the US$420,000 (approximately 17.4 million baht) BWF Toyota Thailand 2024 at Nimibutr Stadium on Wednesday.
However, th… [+1942 chars]",toyota,"Kunlavut, Ratchanok march into last 16 Kunlavut Vitidsarn and Ratchanok Intanon booked their berths in the last 16 of the US$420,000 (approximately 17.4 million baht) BWF Toyota Thailand 2024 at Nimibutr Stadium on Wednesday.",225.0,"['kunlavut', 'ratchanok', 'march', 'last', 'kunlavut', 'vitidsarn', 'ratchanok', 'intanon', 'booked', 'berths', 'last', 'us', 'approximately', 'million', 'baht', 'bwf', 'thailand', 'nimibutr', 'stadium', 'wednesday']",20
"{'id': None, 'name': 'CleanTechnica'}",Steve Hanley,Hybrid Mania At An All-Time High,"Hybrid sales in the US were up more than 50% in 2023 as sales of battery electric cars took a downward turn. 
The post Hybrid Mania At An All-Time High appeared first on CleanTechnica.",https://cleantechnica.com/2024/05/22/hybrid-mania-at-an-all-time-high/,https://cleantechnica.com/wp-content/uploads/2024/02/2022.12-toyota-prius-2023-first-drive-del-mar-california-KYLE-CleanTechnica.jpg,2024-05-22T04:03:05Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
I bought a 2007 Toyota Prius hybrid in the fall of 2006, believing I was a pioneer in the transition to more … [+6511 chars]",toyota,"Hybrid Mania At An All-Time High Hybrid sales in the US were up more than 50% in 2023 as sales of battery electric cars took a downward turn. 
The post Hybrid Mania At An All-Time High appeared first on CleanTechnica.",217.0,"['hybrid', 'mania', 'all-time', 'high', 'hybrid', 'sales', 'us', 'sales', 'battery', 'electric', 'cars', 'took', 'downward', 'turn', 'post', 'hybrid', 'mania', 'all-time', 'high', 'appeared', 'first', 'cleantechnica']",22
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],toyota,[Removed] [Removed],19.0,"['removed', 'removed']",2
"{'id': None, 'name': 'Jalopnik'}",Collin Woodard,Toyota Thinks It Needs To Build The GR Corolla Of SUVs,"Ask 100 people, and we’d be surprised if more than one of them had any idea what Gazoo Racing was or how it is related to Toyota. And yet, from the GR 86 to the GR Corolla, Toyota’s GR division has been turning out some incredible performance cars lately. We’…",https://jalopnik.com/toyota-thinks-it-needs-to-build-the-gr-corolla-of-suvs-1851493434,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/bf1bb3bd537166af99bef0670a16150b.jpg",2024-05-22T15:30:00Z,"Ask 100 people, and wed be surprised if more than one of them had any idea what Gazoo Racing was or how it is related to Toyota. And yet, from the GR 86 to the GR Corolla, Toyotas GR division has bee… [+1895 chars]",toyota,"Toyota Thinks It Needs To Build The GR Corolla Of SUVs Ask 100 people, and we’d be surprised if more than one of them had any idea what Gazoo Racing was or how it is related to Toyota. And yet, from the GR 86 to the GR Corolla, Toyota’s GR division has been turning out some incredible performance cars lately. We’…",315.0,"['thinks', 'needs', 'build', 'gr', 'corolla', 'suvs', 'ask', 'people', 'surprised', 'one', 'idea', 'gazoo', 'racing', 'related', 'yet', 'gr', 'gr', 'corolla', 'gr', 'division', 'turning', 'incredible', 'performance', 'cars', 'lately']",25
"{'id': None, 'name': 'Japan Today'}",,Japan's 3 biggest carmakers eye tie-up over vehicle software,"Japan's three biggest automakers are considering collaborating over vehicle software to increase development efficiency as electric vehicles gain a growing share of the market, sources familiar with the matter said Thursday. Toyota Motor Corp, Honda Motor Co …",https://japantoday.com/category/tech/update1-japan%27s-3-biggest-carmakers-eye-tie-up-over-vehicle-software,,2024-05-16T21:50:33Z,"Japan's three biggest automakers are considering collaborating over vehicle software to increase development efficiency as electric vehicles gain a growing share of the market, sources familiar with … [+1836 chars]",toyota,"Japan's 3 biggest carmakers eye tie-up over vehicle software Japan's three biggest automakers are considering collaborating over vehicle software to increase development efficiency as electric vehicles gain a growing share of the market, sources familiar with the matter said Thursday. Toyota Motor Corp, Honda Motor Co …",321.0,"['japan', 'biggest', 'carmakers', 'eye', 'tie-up', 'vehicle', 'software', 'japan', 'three', 'biggest', 'automakers', 'considering', 'collaborating', 'vehicle', 'software', 'increase', 'development', 'efficiency', 'electric', 'vehicles', 'gain', 'growing', 'share', 'market', 'sources', 'familiar', 'matter', 'said', 'thursday', 'motor', 'corp', 'honda', 'motor', 'co']",34
"{'id': None, 'name': 'CleanTechnica'}",Remeredzai Joseph Kuhudzai,Ethiopia Shows Us Just How Fast The Transition To Electric Mobility Can Happen In Africa,"Like a lot of countries on the African continent, Ethiopia has an exceptionally low motorisation rate. Ethiopia has a population of 126 million people, but the total number of vehicles registered in Ethiopia is around 1.2 million. Most of these vehicles are o…",https://cleantechnica.com/2024/05/13/ethiopia-shows-us-just-how-fast-the-transition-to-electric-mobility-can-happen-in-africa/,https://cleantechnica.com/wp-content/uploads/2024/05/Ethiopia-electric-car-VW-ID4.jpeg,2024-05-13T04:30:32Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Like a lot of countries on the African continent, Ethiopia has an exceptionally low motorisation rate. Ethiop… [+5876 chars]",toyota,"Ethiopia Shows Us Just How Fast The Transition To Electric Mobility Can Happen In Africa Like a lot of countries on the African continent, Ethiopia has an exceptionally low motorisation rate. Ethiopia has a population of 126 million people, but the total number of vehicles registered in Ethiopia is around 1.2 million. Most of these vehicles are o…",349.0,"['ethiopia', 'shows', 'us', 'fast', 'transition', 'electric', 'mobility', 'happen', 'africa', 'like', 'lot', 'countries', 'african', 'continent', 'ethiopia', 'exceptionally', 'low', 'motorisation', 'rate', 'ethiopia', 'population', 'million', 'people', 'total', 'number', 'vehicles', 'registered', 'ethiopia', 'around', 'million', 'vehicles']",31
"{'id': None, 'name': 'The Boston Globe'}",Micheline Maynard,The $100 billion gamble on EV batteries,Dreams of economic development could turn into nightmares unless demand jumps for electric cars.,https://www.bostonglobe.com/2024/05/13/opinion/ev-battery-plants-toyota-ford/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/dtTork45j5YHdn7BSDMCuzPhQe8=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/BQWWK7PIVJ6HTDJMTJM5ATAWGE.jpg,2024-05-13T07:00:00Z,"Tiny Marshall, Mich., is steeped in history. Once a candidate to serve as Michigans state capitol (it lost out to Lansing, about an hour north), it today draws tourists who flock to its picturesque s… [+5666 chars]",toyota,The $100 billion gamble on EV batteries Dreams of economic development could turn into nightmares unless demand jumps for electric cars.,136.0,"['billion', 'gamble', 'ev', 'batteries', 'dreams', 'economic', 'development', 'could', 'turn', 'nightmares', 'unless', 'demand', 'jumps', 'electric', 'cars']",15
